Modèle;date;type;feu_croisement;feu_route;eclairage_jour;feu_position;feu_antibrouillard;clignotant_avant_voiture;clignotant_arriere_voiture;feu_arriere;feu_stop;feu_plaque_immatriculation;eclairage_interieur;eclairage_coffre;
MAVERICK;02/01->>;avec phare simple4;H4;H4;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;W5W;C5W;R10W;
;;avec phare double6;H11;H7;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;W5W;C5W;R10W;
MAVERICK (UDS, UNS);02/93-04/98;Standard;H4;H4;-;W5W;H1;P21W;P21W;R10W;P21W;C5W;6411;C5W;
MONDEO I (GBP);02/93-08/96;> 1996/03;H1;H1;-;W5W;H1;PY21W;P21W;R5W;P21W;C5W;6411;6411;
;;< 1996/04;H1;H1;-;W5W;H1;PY21W;P21W;R5W;P21W;C5W;6411;6411;
MONDEO I Saloon (GBP);02/93-08/96;> 1996/03;H1;H1;-;W5W;H1;PY21W;P21W;R5W;P21/4W;C5W;6411;6411;
;;< 1996/04;H1;H1;-;W5W;H1;PY21W;P21W;R5W;P21/4W;C5W;6411;6411;
MONDEO I Turnier (BNP);01/93-08/96;> 1996/03;H1;H1;-;W5W;H1;PY21W;P21W;P21/4W;P21W;C5W;6411;R10W;
;;< 1996/04;H1;H1;-;W5W;H1;PY21W;P21W;P21/4W;P21W;C5W;6411;R10W;
MONDEO II (BAP);08/96-09/00;Standard;H7;H7;-;W5W;H3;PY21W;P21W;R5W;P21W;C5W;6411;6411;
MONDEO II Saloon (BFP);08/96-09/00;Standard;H7;H7;-;W5W;H3;PY21W;PY21W;P21/4W;P21/4W;C5W;6411;6411;
MONDEO II Turnier (BNP);08/96-09/00;Standard;H7;H7;-;W5W;H3;PY21W;P21W;P21/4W;P21W;C5W;6411;6411;
MONDEO III (B5Y);10/00-03/07;Halogen;H7;H1;-;W5W;H11;P21W;P21W/ PY21W;R5W;P21W;C5W;6411;-;
;;Xenon;D2S;H1;-;W5W;H11;P21W;P21W/ PY21W;R5W;P21W;C5W;6411;-;
MONDEO III Saloon (B4Y);10/00-09/07;Halogen;H7;H1;-;W5W;H11;P21W;P21W/ PY21W;R5W;P21W;C5W;6411;-;
;;Xenon;D2S;H1;-;W5W;H11;P21W;P21W/ PY21W;R5W;P21W;C5W;6411;-;
MONDEO III Turnier (BWY);10/00-03/07;Halogen;H7;H1;-;W5W;H11;P21W;P21W/ PY21W;P21/4W;P21W;C5W;6411;-;
;;Xenon;D2S;H1;-;W5W;H11;P21W;P21W/ PY21W;P21/4W;P21W;C5W;6411;-;
MONDEO IV (BA7);03/07->>;Halogen;H7;H1;LED;W5W;H11/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;**;
;;Bi-Xenon;D1S;H1;LED;W5W;H11/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;**;
MONDEO IV Saloon (BA7);03/07->>;Halogen;H7;H1;LED;W5W;H11/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;**;
;;Bi-Xenon;D1S;H1;LED;W5W;H11/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;**;
MONDEO IV Turnier (BA7);03/07->>;Halogen;H7;H1;LED;W5W;H11/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;**;
;;Bi-Xenon;D1S;H1;LED;W5W;H11/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;**;
MONDEO IV Van;03/07-01/15;Halogen;H7;H1;LED;W5W;H11/H8;PY21W;PY21W;LED;LED;W5W;**;**;
;;Bi-Xenon;D1S;H1;LED;W5W;H11/H8;PY21W;PY21W;LED;LED;W5W;**;**;
MONDEO V Hatchback (CE);09/14->>;Halogen;H7;H15;H15;W5W;H11/H8;**;LED;LED;LED;W5W;LED;LED;
;;LED;LED;LED;LED;LED;H11/H8;LED;LED;LED;LED;W5W;LED;LED;
MONDEO V Saloon (CD);09/12->>;Halogen;H7;H15;H15;W5W;H11/H8;**;LED;LED;LED;W5W;LED;LED;
;;LED;LED;LED;LED;LED;H11/H8;LED;LED;LED;LED;W5W;LED;LED;
MONDEO V Turnier (CF);09/14->>;Halogen;H7;H15;H15;W5W;H11/H8;**;R10W;LED;LED;W5W;LED;LED;
;;LED;LED;LED;LED;LED;H11/H8;LED;R10W;LED;LED;W5W;LED;LED;
ORION II (AFF);12/85-07/90;Standard;H4;H4;-;W5W;-;P21W;P21W;R5W;P21/5W;R10W;R10W;W5W;
ORION III (GAL);07/90-09/96;Standard;H4;H4;-;W5W;-;P21W/ PY21W;P21W;R5W;P21W;R10W;6411;W5W;
PUMA (J2K, CF7);09/19->>;LED;LED;H1 /LED;LED;LED;LED;P21W/ LED;WY16W;LED;LED;LED;W5W;W5W;
PUMA (EC_);03/97-06/02;Standard;HB3;HB3;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411;W5W;
RANGER (ER, EQ, R_);03/98-06/06;Standard;H4;H4;-;W5W;-;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
RANGER (ET);01/05-07/12;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
RANGER (TKE);04/11->>;avec phare simple4, sans éclairage de jour12;H4;H4;-;W5W;H11/H8;P21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;avec phare simple4, avec éclairage de jour11;H4;H4;W21/5W;W21/5W;H11/H8;P21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;> 2018, avec phare double6, avec éclairage de jour11;H7;H15;H15;W5W;H11/H8;P21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;< 2019, avec phare double6, avec éclairage de jour11;H7;HB3;LED;LED;H11/H8;P21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;> 2018, avec phare à projecteur17;H11;H15;H15;W5W;H11/H8;PY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;< 2019, avec phare à projecteur17;HIR2;HB3;LED;LED;H11/H8;PY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;Xenon;D8S;HB3;LED;LED;H11/H8;PY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
SCORPIO I (GAE, GGE);04/85-09/94;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W/ PY21W;R5W;P21W;W5W;6411;W5W;
SCORPIO I Saloon (GGE);01/86-12/94;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W/ PY21W;R5W;P21W;W5W;6411;W5W;
SCORPIO I Turnier (GGE);05/88-09/94;Standard;H4;H4;-;W5W;H3;PY21W;P21W;R5W;P21W;W5W;6411;W5W;
SCORPIO II (GFR, GGR);10/94-08/98;Standard;H1;H1;-;W5W;H3;PY21W;P21W;R5W;P21W;W5W;6411;W5W;
SCORPIO II Turnier (GNR, GGR);10/94-08/98;Standard;H1;H1;-;W5W;H3;PY21W;P21W;R5W;P21W;W5W;6411;W5W;
S-MAX (CJ);;Halogen, avec technologie LED9;H7;H7;LED;LED;H8;**;LED;LED;LED;W5W;LED;-;
;;LED;LED;LED;LED;LED;H8;LED;LED;LED;LED;W5W;LED;-;
;01/15->>;Halogen;H7;H15;H15;W5W;H8;**;LED;LED;LED;W5W;LED;-;
S-MAX (WS, WA6);05/06-12/14;Halogen;H7;H1;LED;W5W;H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;W5W;
;;Bi-Xenon;D1S;H1;LED;W5W;H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;W5W;
STREET KA (RL2);03/03-07/05;Standard;H7;H1;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;W5W;6411;W5W;
TOURNEO CONNECT;06/02-12/13;Halogen;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;R10W/ W5W;6411;LED;
"TOURNEO CONNECT / GRAND TOURNEO CON-
NECT Kombi";09/13->>;Halogen;H7;H15;H15;W5W;H11;**;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Bi-Xenon;D8S;D8S;LED;LED;H11;**;PY21W;P21/5W;P21/5W;W5W;W5W;-;
TOURNEO COURIER B460 MPV;02/14->>;Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
TOURNEO CUSTOM V362 Bus (F3);04/12->>;Halogen, avec éclairage de jour11;H7;H15;H15;W5W;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
;;Halogen, avec éclairage de jour à LED13;H7;H1;LED;LED;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
;;Bi-Xenon;D5S;D5S;LED;LED;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
TRANSIT Van (E_ _);05/91-06/94;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;W5W;-;
;06/94-07/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
TRANSIT Van (FA_ _);01/00-05/06;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W;6411;P21W;
;04/06->>;avec hayons15;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;R10W;6411;-;
;;avec hayon14;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;-;
TRANSIT V363 Bus (FAD, FBD);08/13->>;Standard;H7;H15;H15;W5W/LED;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;**;
TRANSIT Bus (E_ _);06/94-07/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R5W;6411;-;
;01/91-09/94;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R5W;6411;-;
"TRANSIT Bus (FD_ _, FB_
_, FS_ _, FZ_ _, FC_ _)";01/00-05/06;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W;6411/ P21W;-;
;04/06->>;avec hayons15;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;R10W;6411;-;
;;avec hayon14;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;-;
TRANSIT CONNECT (P65_, P70_, P80_);06/02->>;avec hayons15;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;-;
;;avec hayon14;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;R10W;6411;-;
"TRANSIT CONNECT V408
Box Body/MPV";02/13->>;Halogen;H7;H15;H15;W5W;H11;**;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Bi-Xenon;D8S;D8S;LED;LED;H11;**;PY21W;P21/5W;P21/5W;W5W;W5W;-;
TRANSIT CONNECT MPV;02/13->>;Halogen;H7;H15;H15;W5W;H11;**;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Bi-Xenon;D8S;D8S;LED;LED;H11;**;PY21W;P21/5W;P21/5W;W5W;W5W;-;
"TRANSIT COURIER B460
Box Body/MPV";02/14->>;Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
TRANSIT COURIER B460 MPV;02/14->>;Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
TRANSIT CUSTOM V362 Van (FY, FZ);04/12->>;Standard;H7;H15;H15;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
TRANSIT CUSTOM V362 Bus (F3);04/12->>;Halogen, avec éclairage de jour11;H7;H15;H15;W5W;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
;;Bi-Xenon;D5S;D5S;LED;LED;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
;;Halogen, avec éclairage de jour à LED13;H7;H1;LED;LED;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
TRANSIT CUSTOM V362 Van (FY, FZ);04/12->>;Halogen, avec éclairage de jour11;H7;H15;H15;W5W;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
;;Bi-Xenon;D5S;D5S;LED;LED;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
;;Halogen, avec éclairage de jour à LED13;H7;H1;LED;LED;H11/H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
TRANSIT V363 Box (FCD, FDD);08/13->>;Standard;H7;H15;H15;W5W/LED;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;**;
TRANSIT Platform/ Chassis (E_ _);04/91-08/94;Standard;H4;H4;-;W5W;H3;P21W;P21W;R10W;P21W;R5W;6411;-;
;08/94-07/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;R10W;P21W;R5W;6411;-;
TRANSIT Platform/ Chassis (FM_ _, FN_ _);01/00-05/06;Standard;H4;H4;-;W5W;H3;PY21W;P21W;R10W;P21W;R10W;6411;-;
TRANSIT Platform/ Chassis (FM_ _, FN_ _, FF_ _);04/06->>;Standard;H4;H4;-;W5W;H11;PY21W;P21W;R10W;P21W;R10W;-;-;
TRANSIT V363 Platform/ Chassis (FED, FFD);08/13->>;Standard;H7;H15;H15;W5W/LED;H11;PY21W;PY21W;P21/5W;P21/5W;**;**;-;
TRANSIT TOURNEO Bus;07/06->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;R10W;-;-;
;08/94-12/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R5W;6411;-;
*FORD USA;;;;;;;;;;;;;;;
EDGE;01/14->>;Halogen;H7;H15;H15;LED;H8;PY21W;LED;LED;LED;LED;LED;LED;
;;Bi-Xenon;D3S;H15;H15;LED;H8;PY21W;LED;LED;LED;LED;LED;LED;
;;LED;LED;LED;LED;LED;H8;LED;LED;LED;LED;LED;LED;LED;
EXPLORER (U2, U_);09/94-12/01;Standard;H4;H4;-;W5W;-;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
F-150;10/03-09/07;Standard;H13;H13;-;W5W;-;PY27/7W;PY27/7W;P27/7W;P27/7W;W5W;-;-;
MUSTANG Convertible;02/14->>;Bi-Xenon, avec système de nivellement automatique des pharesl20;D3S;D3S;LED;W5W/LED;H11/LED;WY21W/ LED;LED;LED;LED;LED;LED;LED;
;;Bi-Xenon, avec système de nivellement des phares21;D8S;D8S;LED;W5W/LED;H11/LED;WY21W/ LED;LED;LED;LED;LED;LED;LED;
MUSTANG Coupe;02/14->>;Bi-Xenon, avec système de nivellement automatique des phares20;D3S;D3S;LED;W5W/LED;H11/LED;WY21W/ LED;LED;LED;LED;LED;LED;LED;
;;Bi-Xenon, avec système de nivellement des phares21;D8S;D8S;LED;W5W/LED;H11/LED;WY21W/ LED;LED;LED;LED;LED;LED;LED;
MUSTANG MACH-E (CGW);07/20->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
PROBE II (ECP);09/92-03/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;-;-;
WINDSTAR (A3);01/95->>;Standard;H4;H4;-;W5W;-;PY21W;P21W;P21/5W;P21/5W;W5W;C5W;-;
*HONDA;;;;;;;;;;;;;;;
ACCORD III (CA);11/85-12/89;Standard;H4;H4;-;W5W;-;P21W;P21W;R5W;P21/5W;W5W;**;-;
ACCORD IV (CB);11/89-12/93;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;W3W;
ACCORD IV Aerodeck (CB);09/89-12/93;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;W3W;
ACCORD IV Coupe (CB, CC);05/89-12/93;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;W3W;
ACCORD IX Saloon (CR);09/12->>;Halogen;H1;HB3;-;W5W;H11;PY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;Bi-Xenon;D2S;D2S;-;W5W;H11;PY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
ACCORD V (CC, CD);03/93-12/97;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;-;
ACCORD V (CE, CF_, CD);09/95-10/98;Standard;H1;H1;-;W5W;-;PY21W;P21W;P21/5W;P21/5W;W5W;**;**;
ACCORD V Aerodeck (CE);04/93-02/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;-;
ACCORD V Coupe (CD);04/93-12/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;-;
ACCORD VI (CK, CG, CH, CF);03/97-12/03;Halogen;H7;H1;-;W5W;H1;PY21W;PY21W;R5W;P21W;W5W;C5W;-;
;;Xenon;D2S;H1;-;W5W;H1;PY21W;PY21W;R5W;P21W;W5W;C5W;-;
ACCORD VI Aerodeck (CF);07/97-09/05;Halogen;H7;H1;-;W5W;H1;PY21W;PY21W;R5W;P21W;W5W;C5W;-;
;;Xenon;D2S;H1;-;W5W;H1;PY21W;PY21W;R5W;P21W;W5W;C5W;-;
ACCORD VI Coupe (CG);12/97-06/03;Standard;HB4;HB3;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;W5W;**;-;
ACCORD VI Hatchback (CH, CL);12/99-12/02;Halogen;H7;H1;-;W5W;H1;PY21W;PY21W;R5W;P21W;W5W;C5W;-;
;;Xenon;D2S;H1;-;W5W;H1;PY21W;PY21W;R5W;P21W;W5W;C5W;-;
ACCORD VII (CL, CN);01/03-09/12;> 2006, Halogen;H1;H1;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;> 2006, Xenon;D2S;H1;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;< 2007, Halogen;HB4;HB3;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;< 2007, Xenon;D2S;HB3;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
ACCORD VII (CM);09/02-05/08;> 2006, Halogen;H1;H1;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;> 2006, Xenon;D2S;H1;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;< 2007, Halogen;HB4;HB3;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;< 2007, Xenon;D2S;HB3;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;-;
ACCORD VII Tourer (CM, CN);04/03-05/08;Halogen;H1;H1;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;W5W;
;;Xenon;D2S;H1;-;W5W;H11;W21W;W21W;W5W;W21/5W;W5W;**;W5W;
ACCORD VIII (CU);04/08->>;Halogen;H1;HB3;-;W5W;H11;WY21W/ PY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;> 2011, Xenon;D2S;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;< 2012, Bi-Xenon;D2S;D2S;-;W5W;H11;PY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
ACCORD VIII Estate (CW);07/08->>;Halogen;H1;HB3;-;W5W;H11;WY21W/ PY21W;WY21W;W5W;W21/5W;W5W;**;W5W;
;;> 2011, Xenon;D2S;HB3;-;W5W;H11;WY21W;WY21W;W5W;W21/5W;W5W;**;W5W;
;;< 2012, Bi-Xenon;D2S;D2S;-;W5W;H11;PY21W;WY21W;W5W;W21/5W;W5W;**;W5W;
ACCORD X Saloon (CV);10/17->>;Halogen;H11;HB3;LED;LED;LED;WY21W;WY21W;LED;LED;W5W;W5W;W5W;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;WY21W;LED;LED;W5W;W5W;W5W;
CIVIC IX (FK);02/12->>;Halogen;H7;H7;LED;W5W;H11;PY21W;PY21W;LED;LED;W5W;-;W5W;
;;Bi-Xenon;D4S;D4S;LED;W5W;H11;PY21W;PY21W;LED;LED;W5W;-;W5W;
CIVIC IX Saloon (FB);09/11->>;Halogen;H11;HB3;W21/5W;W21/5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;-;-;
;;Xenon;D4S;HB3;W21/5W;W21/5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;-;-;
CIVIC IX Tourer (FK);01/14->>;Halogen;H7;H7;LED;W5W;H11;PY21W;PY21W;LED;LED;W5W;**;W5W;
;;Bi-Xenon;D4S;D4S;LED;W5W;H11;PY21W;PY21W;LED;LED;W5W;**;W5W;
CIVIC V Coupe (EJ);08/93-03/96;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;C5W;
CIVIC V Hatchback (EG);10/91-11/95;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;C5W;
CIVIC V Saloon (EG, EH);10/91-12/95;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;C5W;
CIVIC VI Aerodeck (MB, MC);04/98-02/01;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W/**;-;
CIVIC VI Coupe (EJ, EM1);03/96-12/00;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W/**;-;
CIVIC VI Fastback (MA, MB);09/94-02/01;Standard;H4;H4;-;W5W;H3;W21W;P21W;P21/5W;P21/5W;W5W;C5W/**;-;
CIVIC VI Hatchback (EJ, EK);10/95-02/01;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W/**;-;
CIVIC VI Saloon (EJ, EK);06/95-03/01;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W/**;-;
CIVIC VII Coupe (EM2);02/01-12/05;> 2003;H4;H4;-;W5W;-;W21W;W21W;W5W;W21/5W;W5W;**;-;
;;< 2004;HB4;HB3;-;W5W;-;WY21W;WY21W;W5W;W21/5W;W5W;**;-;
CIVIC VII Hatchback (EU, EP, EV);03/99-02/06;> 2003;H4;H4;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;**;**;
;;< 2004;H1;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21W;W5W;**;**;
;;Xenon;D2S;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21W;W5W;**;**;
CIVIC VII Saloon (ES, ET);12/00-04/06;> 2003;H4;H4;-;W5W;-;PY21W;PY21W;P21/5W;P21/5W;W5W;**;**;
;;< 2004;HB4;HB3;-;W5W;-;WY21W;PY21W;P21/5W;P21/5W;W5W;**;**;
;;< 2005;HB3;H1;-;W5W;-;WY21W;PY21W;P21/5W;P21/5W;W5W;**;**;
CIVIC VIII Hatchback (FN, FK);09/05->>;Halogen;H7;H1;-;W5W;H11;WY21W;W21W;W21/5W;W21/5W;W5W;W5W/**;W5W;
;;Xenon;D2R;H1;-;W5W;H11;WY21W;W21W;W21/5W;W21/5W;W5W;W5W/**;W5W;
CIVIC VIII Saloon (FD, FA);09/05->>;Halogen;HB4;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;W5W/**;-;
;;Xenon;D2R;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;W5W/**;-;
CIVIC X Hatchback (FC_, FK_);09/16->>;Halogen;H11;HB3;LED;LED;H8;WY21W;WY21W;LED;LED;LED;W5W;W5W;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;WY21W;LED;LED;LED;W5W;W5W;
CIVIC X Saloon (FC_);09/15->>;Halogen;H11;HB3;LED;LED;H8;WY21W;WY21W;LED;LED;LED;W5W;W5W;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;WY21W;LED;LED;LED;W5W;W5W;
CROSSTOUR I;09/09->>;Halogen;H11;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;Xenon;D2S;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
CR-V I (RD);10/95-02/02;Standard;H4;H4;-;W5W;-;WY21W;W21W;W21/5W;W21/5W;W5W;**;C5W;
CR-V II (RD_);09/01-09/06;< 2005;H1;H1;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;> 2004;H4;H4;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
CR-V III (RE_);06/06->>;Halogen;H1;HB3;-;W5W;H11;WY21W;WY21W;W5W;W21/5W;W5W;**;-;
;;Xenon;D2S;HB3;-;W5W;H11;WY21W;WY21W;W5W;W21/5W;W5W;**;-;
CR-V IV (RM_);01/12->>;Halogen;H11;HB3;LED;LED;H11/H8;WY21W;WY21W;LED;LED;W5W;**;-;
;;Bi-Xenon;D4S;D4S;LED;LED;H11/H8;WY21W;WY21W;LED;LED;W5W;**;-;
CR-V V (RW_, RT_);12/16->>;Halogen;H11;HB3;LED;LED;H8;LED;LED;LED;LED;LED;**;**;
;;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;**;**;
CRX III (EH, EG);03/92-12/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;C5W;-;
CR-Z (ZF);06/10->>;Halogen;H11;HB3;LED;LED;H11/H8;WY21W;WY21W;LED;LED;W5W;**;-;
;;Xenon;D4S;HB3;LED;LED;H11/H8;WY21W;WY21W;LED;LED;W5W;**;-;
e (ZC7_);09/19->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;-;
FR-V (BE);08/04->>;Halogen;H4;H4;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;Bi-Xenon;D2S;D2S;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
HR-V (GH);03/99->>;Standard;H1;H1;-;W5W;H3;PY21W;PY21W;W5W;W21/5W;W5W;**;W5W;
HR-V (RU);11/14->>;avec phare simple4, sans éclairage de jour12;H4;H4;-;W5W;H8;WY21W;WY21W;LED;LED;LED;**;W5W;
;;avec phare simple4, avec éclairage de jour11;H4;H4;W21/5W;W21/5W;H8;WY21W;WY21W;LED;LED;LED;**;W5W;
;;avec phare double6;H11;HB3;LED;LED;H8;WY21W;WY21W;LED;LED;LED;**;W5W;
;;LED;LED;HB3/LED;LED;LED;H8;WY21W/ LED;WY21W;LED;LED;LED;**;W5W;
INSIGHT (ZE);04/00-12/06;Standard;H4;H4;-;W5W;H11;WY21W;W21W;W5W;W21/5W;W5W;**;-;
INSIGHT (ZE_);04/09->>;Halogen;H11;HB3;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;**;-;
;;Xenon;D2S;HB3;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;**;-;
INTEGRA Coupe (DC2, DC4);07/93-11/01;Standard;HB4;HB3;-;W5W;-;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
JAZZ II (GD_, GE3, GE2);06/01-12/08;Standard;H4;H4;-;W5W;H1;PY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
JAZZ III (GE_, GG_, GP_);10/07->>;Standard;H4;H4;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
JAZZ IV (GK_);09/13->>;Halogen;H4;H4;LED;W5W;H8;WY21W;WY21W;LED;LED;W5W;**;W5W;
;;LED;LED;LED;LED;LED;H8;WY21W;WY21W;LED;LED;W5W;**;W5W;
